SYMBOL,onco_driven_score
KLRK1,1
DPP4,1
TOM1,1
EEF2KMT,1
TUBAL3,1
SNTB2,1
NUCB1,1
FAM214B,1
MAB21L1,1
LXN,1
DERA,1
C7,1
ACAP1,1
ADIPOR2,1
AXIN2,1
NDOR1,1
STIL,1
HYMAI,1
GPR171,1
TUBA4B,1
METTL1,1
CALCA,1
SMARCD1,1
GPR137B,1
EMB,1
OSMR,1
PCYT1B,1
B3GALT5,1
TNFAIP2,1
EIF6,1
NPY5R,1
KRBA1,1
SEC24C,1
MCM3AP-AS1,1
FDFT1,1
STUB1,1
ABCA1,1
STS,1
MAB21L2,1
CEP295,1
PLXND1,1
CFI,1
HIBADH,1
STC1,1
TUT1,1
UGT8,1
EXOC4,1
ICE1,1
PPP1R3C,1
ENTR1,1
GLE1,1
S100A9,1
PADI1,1
RARRES2,1
ARHGEF26,1
CDC25A,1
INPP5D,1
CCN1,1
SLC43A3,1
DUXAP10,1
RSRP1,1
MED29,1
ALG1L2,1
DDX49,1
RBMXL2,1
CELF1,1
MIR124-1HG,1
CHRM2,1
WDR75,1
BLM,1
CAPN9,1
CCDC106,1
PSPC1,1
CHCHD3,1
CITED1,1
KRTAP2-1,1
FBXO5,1
BSPRY,1
CRYL1,1
SEMA6B,1
CADPS,1
KCNIP1,1
MAP3K20,1
MAML1,1
ARHGEF10,1
ISCU,1
LRP5L,1
MCL1,1
CYP2E1,1
RGS20,1
LTA,1
ZNHIT2,1
ST3GAL5,1
STX1A,1
FCER2,1
TOP3B,1
CST4,1
CDR2,1
ERC2-IT1,1
LARS2,1
GAB1,1
FAM89B,1
RAPGEF3,1
LRRC37A4P,1
NRTN,1
DDX46,1
CFB,1
GSPT2,1
CLEC5A,1
ARHGEF28,1
SNX4,1
ART3,1
EIF2B3,1
MYRIP,1
CIDEA,1
LGALS9,1
NYNRIN,1
ADAM17,1
ARSL,1
RRP1B,1
RPS4Y1,1
HEY2,1
SNX24,1
ZFP1,1
HMBOX1,1
RASL11B,1
ZNF654,1
GOLT1B,1
SAA1,1
SLC17A3,1
CD320,1
HKDC1,1
USP46,1
RAC2,1
RFPL1S,1
NR1D1,1
USP25,1
ST8SIA2,1
HDAC2,1
ESRRB,1
CEP162,1
GAPDHS,1
ZMPSTE24,1
SYNE1,1
ERI2,1
CA2,1
BARD1,1
IRAK4,1
OSBPL2,1
EEF1AKMT2,1
HSD3B7,1
PROCR,1
SDC3,1
CD3D,1
SPCS3,1
GULP1,1
SERAC1,1
KYNU,1
REPS1,1
CD8B,1
AGER,1
PARM1,1
GNE,1
VMA21,1
SRGAP2B,1
CDH16,1
POLD1,1
BTK,1
MMP27,1
CREBZF,1
MICAL2,1
PTPN9,1
SPOCK2,1
MIR22HG,1
PYY,1
ZCCHC7,1
AGFG2,1
ACYP1,1
AKT3,1
TAF1D,1
POU5F1,1
ANKS1A,1
MEOX1,1
MATN2,1
GNA13,1
TTLL2,1
BAHCC1,1
MYO5B,1
ADAMTS5,1
PLAAT4,1
MVP,1
SATB1,1
MYOT,1
NTNG2,1
DLD,1
PVALB,1
NREP,1
GPRC5C,1
SLC2A4,1
SRSF11,1
GUF1,1
DOCK5,1
SMARCA5,1
BNC1,1
NCAPG2,1
CD177,1
C5AR1,1
PAX1,1
ZNF3,1
KNL1,1
DRP2,1
RAB34,1
USP36,1
WASL,1
TRIB1,1
MORC3,1
ADD3,1
SLIT3,1
GSTM1,1
FGB,1
HAPLN1,1
LHX1,1
EFNA3,1
SIGMAR1,1
CAMK2D,1
TM7SF3,1
TBXAS1,1
MACROH2A1,1
RAB31,1
S100A12,1
TMEM131L,1
NRBP1,1
TMEM156,1
AP4M1,1
MCTS1,1
MRPL20,1
HINFP,1
AGXT,1
TRIB2,1
ARSJ,1
SCARA3,1
TCF3,1
ARMC9,1
ARF1P1,1
FANCE,1
COL16A1,1
KREMEN2,1
C1orf109,1
MGAT5,1
CMTM7,1
ZMYND8,1
MEIS1,1
RNF19A,1
GJB6,1
FAAH,1
B3GAT1,1
PCBD2,1
LPA,1
NRP2,1
RBPJL,1
RAB11FIP5,1
TPT1P8,1
HAO2,1
ARHGEF10L,1
WNT8B,1
NOS1AP,1
HIGD1C,1
KCTD17,1
SYN2,1
DGCR11,1
GUCY1A2,1
LAMP5,1
SIK3,1
TGFBR1,1
BMP6,1
TEX264,1
RNPEPL1,1
RPS6KB1,1
PYROXD1,1
MPHOSPH8,1
SLC27A5,1
AURKC,1
PXN,1
LAT2,1
SLITRK5,1
MBL2,1
RNASE4,1
CSF1,1
KRT5,1
IFNG,1
KIRREL1,1
MBD3,1
DNAH3,1
CHN2,1
SNRPA,1
VPS53,1
CST7,1
LIMS2,1
GATA3,1
TACSTD2,1
ABCB4,1
CEACAM3,1
TM2D1,1
CLU,1
HSD17B7,1
CAPN11,1
CAV1,1
CACNA2D3,1
PLEKHG4,1
EEF1DP5,1
MANSC1,1
HOXB1,1
ACTC1,1
PBX3,1
MYO1D,1
MAFG,1
KCNMB2,1
OAT,1
ADAM29,1
LYPD3,1
ITIH2,1
TRAIP,1
PTPN14,1
ADRB1,1
RPGRIP1L,1
SRC,1
ACTA1,1
ACP6,1
DUSP7,1
ECM1,1
SCGB1A1,1
LDLRAD4,1
RHO,1
S100A14,1
PLPPR4,1
ZFYVE21,1
DPYSL3,1
NPR3,1
RFX7,1
CADPS2,1
KCNJ15,1
ADAMTS20,1
CACNA2D2,1
SPHK1,1
VAC14,1
SERPINB9,1
ALCAM,1
CHRD,1
CABP2,1
DEDD2,1
WASH3P,1
SEMA4B,1
PCNX2,1
CCN3,1
CTSC,1
NGEF,1
CRK,1
PILRB,1
BRCA1,1
HAUS5,1
CEACAM7,1
ALX4,1
PARP3,1
POLR1F,1
GCH1,1
NFKBIB,1
SNAI2,1
ASIC2,1
MAPKAPK5,1
ARHGAP19,1
DIP2C,1
APOBEC1,1
SOX2,1
GDPD2,1
EVPL,1
CDC14A,1
ENTPD6,1
BCAN,1
ERO1B,1
RNF34,1
PFKFB1,1
DNAJC13,1
MYO15B,1
PXDC1,1
TCAM1P,1
KIAA0930,1
FAM124B,1
GGNBP1,1
BDH2,1
ZIC2,1
PTPRD,1
STK11,1
ARHGEF18,1
GPR173,1
H2AC11,1
OLFML3,1
CDH13,1
GGNBP2,1
FUT8,1
RAP2B,1
SNHG3,1
EGR4,1
APPBP2,1
AP3B1,1
REEP6,1
PCK1,1
PLAGL1,1
PLAG1,1
RAB33A,1
SUGCT,1
SUPT16H,1
KLK11,1
U2AF1,1
MSH5,1
IP6K2,1
CLN5,1
OR7A17,1
CLIC3,1
NSD3,1
RAD54L,1
ATAD3A,1
TSPAN7,1
CCN4,1
WDFY3,1
CTRL,1
OSGIN1,1
CDON,1
ACTR8,1
HSPG2,1
C1orf112,1
ATP4A,1
PDGFRA,1
RCC1,1
UIMC1,1
EVA1B,1
SLC29A3,1
DNAH9,1
PPAN,1
PPL,1
FMC1-LUC7L2,1
MGP,1
TBC1D10B,1
UBE2E3,1
METTL7A,1
MAMDC2,1
BEX2,1
SEPTIN7,1
LINC00837,1
DNAI1,1
ACAD8,1
PCSK5,1
POLH,1
MTNR1A,1
TMEM259,1
OSGEPL1,1
RFC4,1
PCP2,1
LIF-AS2,1
SRF,1
FBXO32,1
FCGRT,1
SLITRK6,1
GYPA,1
ZMYM5,1
EGF,1
NCOR2,1
KCNN2,1
RPS6KA3,1
MYH1,1
TREML1,1
BPI,1
HCRTR2,1
EGFL7,1
TGM5,1
LIMS1,1
FMOD,1
KIAA0100,1
RASD1,1
COL5A2,1
GRID2,1
TSPAN3,1
SI,1
POLI,1
LUC7L3,1
TSPAN4,1
ATP10B,1
TVP23B,1
PLCB1,1
ATF1,1
SNHG20,1
SMAD9,1
GRAMD1A,1
DCAF8,1
NCAPD2,1
MEST,1
ABHD8,1
RAB26,1
GDF3,1
ELOA2,1
DNAJB2,1
PALM,1
PHLDA1,1
PIN1,1
TIMP1,1
H4C13,1
NCALD,1
RAB11FIP1,1
SERPINF2,1
MC1R,1
NR1I3,1
NATD1,1
MFSD3,1
DENND11,1
ZRSR2P1,1
GPM6A,1
PRSS3,1
SCN2A,1
CYP2C19,1
DDX17,1
DEFA1,1
PRKACB,1
ACTR6,1
THBS1,1
ATP11B,1
C1orf116,1
CNKSR2,1
RAD52,1
CHAD,1
SOX18,1
PRXL2A,1
IVL,1
TH,1
SERPINA5,1
MED18,1
CSF2RB,1
IPO4,1
ADARB1,1
PLD2,1
RAP1GAP,1
GLRX,1
ADRB2,1
ABCA7,1
C18orf25,1
BAZ2B,1
THEM6,1
CYB5R2,1
SCRN2,1
SULT1E1,1
SLC30A9,1
APOA1,1
ART1,1
CES3,1
CDH10,1
LAT,1
POU1F1,1
RUNX1,1
SEC23A,1
LGALS3BP,1
AGO2,1
HSPA1L,1
ADAM21,1
EPHA4,1
SLC35A5,1
ZNF829,1
SRPK3,1
HSPA2,1
GNG7,1
CACNA2D1,1
FSCN2,1
TMEM53,1
MPHOSPH6,1
POLR3B,1
PRMT1,1
SLC22A12,1
ELF5,1
GUCY1B1,1
GJB2,1
PRSS2,1
FST,1
NKX3-2,1
EBF1,1
ALKBH1,1
FBLN7,1
EXOSC2,1
SUMF1,1
ATP8B4,1
ORM1,1
NDUFA10,1
PDCD1LG2,1
DISC1,1
CYP20A1,1
PLN,1
RTKN2,1
A4GALT,1
PCSK2,1
AKAP9,1
SELPLG,1
EED,1
TERF2IP,1
ITGA7,1
DNAJC1,1
SRGAP2,1
HEG1,1
SUPT20H,1
GABBR2,1
KRT16,1
C5orf22,1
VRK1,1
GPR15,1
AGTRAP,1
SPAG16,1
PTPN7,1
ANXA6,1
CCNJ,1
SOS2,1
COL4A5,1
PTPRZ1,1
TMIGD1,1
B3GNT2,1
ZNF33B,1
DPF3,1
AKAP6,1
DNAAF3,1
IFRD1,1
MYRF,1
HDAC6,1
PTPRJ,1
WIPF1,1
MPPED2,1
SLC25A28,1
FHL3,1
CD79B,1
MUSK,1
AOC3,1
SH3TC2,1
NEIL1,1
LTN1,1
MINK1,1
FGFR3,1
PON3,1
HARS2,1
CNN1,1
MIIP,1
PPP2R1B,1
AZI2,1
SLC6A6,1
FUT6,1
TGM3,1
FGL2,1
PARVB,1
ZNF14,1
CASP7,1
LAMC3,1
ADGRF1,1
HBD,1
H3C10,1
ANKRD1,1
DNAJC3,1
TSPYL4,1
PRY,1
NUP58,1
RND3,1
SECISBP2,1
MYD88,1
B3GALT6,1
RHOB,1
HHEX,1
EBP,1
ALPK1,1
SHBG,1
PRRT2,1
TBCK,1
FGGY,1
SETD7,1
DICER1,1
EIF1AY,1
MGARP,1
HDAC5,1
LMTK2,1
ZNF544,1
TEAD4,1
FKBPL,1
PGK2,1
RBFOX1,1
NECTIN1,1
GCDH,1
SYMPK,1
CIT,1
PRR5L,1
EFL1,1
CST2,1
WNT6,1
TBXT,1
PRRG2,1
MYH10,1
THOC1,1
CELSR2,1
CHAF1B,1
GREB1,1
CX3CL1,1
PMM2,1
SLC17A7,1
ZNF585B,1
SOGA1,1
FBXL4,1
FMO3,1
TEX13B,1
PSPN,1
GALNT11,1
CBL,1
TMEM262,1
DAPK1,1
CREM,1
ZC3H8,1
LSR,1
GATAD2A,1
FAM131C,1
ZNF230,1
SMIM10,1
DRAM1,1
PPM1E,1
UBTD2,1
CPE,1
PABPC3,1
MX1,1
KCNC1,1
GALC,1
AR,1
HERC1,1
PKLR,1
NPFFR1,1
PF4V1,1
FAM13B,1
FHL2,1
IFT74,1
XYLT1,1
MFSD12,1
MRGBP,1
ANXA2,1
ARHGEF3,1
MTMR6,1
CBFA2T3,1
SLC25A16,1
ATAT1,1
HEPH,1
DYRK3,1
SLK,1
LAD1,1
EXOC6,1
NR4A3,1
ABCC10,1
CDC42EP1,1
TSPY26P,1
BRIP1,1
CRY2,1
SRRM1,1
ST6GALNAC6,1
PLEKHA2,1
VARS1,1
C2CD5,1
ZNF674-AS1,1
GNS,1
PSD4,1
PMAIP1,1
FLT3LG,1
MCM6,1
EDARADD,1
TMEM243,1
ASB7,1
HHIPL2,1
RENBP,1
HTATIP2,1
GATC,1
SIK2,1
STON1,1
TLE6,1
INHBA,1
TLR3,1
UBE3A,1
SMPDL3A,1
PIM1,1
IKZF2,1
IFNA5,1
RALGPS2,1
AVPI1,1
GPR17,1
EMP3,1
ST3GAL3,1
PSAT1,1
MAGEB3,1
NR2F2,1
IFI35,1
S100A16,1
NTHL1,1
NKX2-1,1
ZNF208,1
POGLUT2,1
RASL12,1
DNAJC4,1
C4orf19,1
KIF5A,1
MAZ,1
ZNF516,1
DSCR4,1
RNF168,1
IER3,1
NAP1L2,1
MCF2,1
LMO7,1
PLAC8,1
TBX6,1
COCH,1
TXN2,1
EPB41L4A-DT,1
LALBA,1
CHST3,1
BHLHE22,1
TMPRSS3,1
CACNA1E,1
MAP3K3,1
RFX1,1
SPIB,1
GPRASP2,1
SPRR2B,1
LDOC1,1
TRMT2B,1
PPME1,1
HTR1D,1
KLHL1,1
KCNAB1,1
FBXO17,1
ARMH1,1
ELMOD2,1
ORAI1,1
TCEA2,1
SPANXC,1
AGR2,1
LPP,1
NANOS2,1
FRZB,1
ASAP2,1
RPL23AP7,1
STX3,1
GALK1,1
PRX,1
POLR1E,1
TRAPPC10,1
OR1F2P,1
SLC25A11,1
STARD4,1
CCT6B,1
TMEM214,1
IFIT3,1
CR1,1
DUSP8,1
OSBPL1A,1
INSM2,1
FJX1,1
UBA6,1
DDB1,1
ZNF667,1
SMIM3,1
TAP1,1
PNISR,1
GBP7,1
HYAL2,1
ST6GALNAC2,1
TTTY1,1
PLPP6,1
PAXIP1-DT,1
DKFZP434A062,1
SERPING1,1
TMOD1,1
COQ4,1
BCO1,1
SLC38A5,1
DAG1,1
DAAM2,1
GCC1,1
IL5RA,1
HSP90AA1,1
PRAC1,1
LAMP3,1
GPSM2,1
IFI44,1
C12orf43,1
PANX1,1
FNDC3B,1
LOXL4,1
IGLJ3,1
GAS8-AS1,1
BCL2L10,1
ADORA3,1
DEGS2,1
UMPS,1
OR7E47P,1
CH25H,1
SKIL,1
SNX2,1
PCYOX1L,1
PTHLH,1
DHX57,1
HOXD8,1
SAR1A,1
ZNF184,1
APOA4,1
IRAK1BP1,1
CCNA1,1
SPATA6,1
SERPINB10,1
STING1,1
ELAVL3,1
FCN3,1
SAV1,1
ATOH7,1
SCEL,1
CPNE3,1
LRP8,1
IRF2BP1,1
PDLIM4,1
LPAR2,1
KLHL28,1
NSUN5P2,1
CDRT4,1
FCGR2A,1
ZNF44,1
SULT1B1,1
SYNCRIP,1
SNHG11,1
VWF,1
ARHGEF9,1
TAL2,1
FGF4,1
UNC93B1,1
PROZ,1
ACE,1
SLC10A1,1
MAP1B,1
MCTP2,1
SINHCAF,1
MTHFD1,1
ATE1,1
LANCL2,1
C8B,1
CBARP,1
C9,1
KRT17,1
NNMT,1
WDR31,1
RASA2,1
TINAGL1,1
RABGAP1,1
PTGIS,1
PER3,1
POT1,1
ZNF134,1
C22orf46,1
BCR,1
FOXA1,1
FCN1,1
TPD52L1,1
HMG20B,1
BFSP2-AS1,1
PTPN4,1
S1PR3,1
IL1A,1
TAF2,1
PDIA5,1
TAMALIN,1
CFAP74,1
CHST5,1
CUX1,1
LRRC36,1
RNF10,1
CCRL2,1
IGF1R,1
NMNAT2,1
OR3A3,1
CYBA,1
TYW1,1
KIR3DL3,1
MERTK,1
SLC22A18,1
CUL5,1
CSF2RBP1,1
CDCA7,1
MREG,1
SYT11,1
CCNB1,1
NMBR,1
MEPCE,1
BBS1,1
SSPN,1
SMARCB1,1
HHLA2,1
NRDE2,1
ZSCAN2,1
SAMD13,1
GRIA3,1
GJB4,1
ARHGDIB,1
UBE2V2,1
DPPA2,1
ARRDC3,1
OR7A5,1
PFAS,1
RPS6KA6,1
THRAP3,1
FZD5,1
SNHG6,1
VILL,1
ARID5B,1
SDC4,1
TENT5C,1
CRMP1,1
RNF6,1
PRND,1
RBM47,1
ERCC3,1
ERBB2,1
GTF2H2,1
ZNF652,1
RAD51C,1
ALX3,1
TRIM38,1
FLG,1
TMEM98,1
CSRP2,1
NKX6-3,1
TDRD7,1
ARMCX3,1
SLC2A11,1
HGH1,1
LY6G6C,1
LOX,1
AFF3,1
PGGHG,1
CEACAM6,1
MATK,1
USP13,1
TEP1,1
C5,1
CD22,1
CDC27,1
RERE,1
CFD,1
CHIA,1
GUCA2A,1
CEP97,1
UROS,1
ERG28,1
DCAF6,1
CALML4,1
FRRS1,1
FASTKD1,1
CCNL2,1
GBP3,1
PM20D2,1
C4BPA,1
SPNS3,1
C19orf73,1
ALDH1A3,1
RAB40A,1
ECH1,1
NOL12,1
LINC00342,1
NAB2,1
NFE2L1,1
GPA33,1
PRMT9,1
CDO1,1
PNMA2,1
DDX3X,1
LIN7C,1
CYBB,1
CLIP2,1
CCN5,1
CASKIN2,1
ATP6V1C1,1
NSF,1
CD276,1
LAMB3,1
LINC00115,1
SURF2,1
GJB5,1
ZNF319,1
VEZF1,1
CENPE,1
FBXO15,1
PRAM1,1
CALD1,1
CCDC9,1
FADS2,1
SLC16A2,1
PRDM1,1
LONP2,1
SNCB,1
MED12,1
SPDL1,1
SERINC4,1
MOGAT1,1
VNN1,1
ACSL5,1
NOTUM,1
STAC,1
HGD,1
VEGFC,1
CAMK2N1,1
HOXB5,1
ADGRE5,1
TBXA2R,1
CRLF1,1
OPRM1,1
GPR4,1
DES,1
KCNJ5,1
COL8A1,1
FHOD3,1
CNMD,1
SGCB,1
PPP4R2,1
MMP28,1
PTGER4,1
SHQ1,1
CHEK1,1
CA5BP1,1
MRPS6,1
LAS1L,1
GNPDA1,1
ATXN3L,1
RHOBTB2,1
INSIG1,1
VAV1,1
TWIST1,1
ITGB7,1
SHROOM2,1
SH3TC1,1
UNC5C,1
USP44,1
CLDN16,1
PARP16,1
NXF1,1
PDK2,1
HERC2P3,1
IL4R,1
IRF2,1
PTX3,1
CBX6,1
MYOM1,1
PTK2B,1
TNS4,1
SLC35E1,1
ZNF277,1
ACOX1,1
ORC1,1
AHSA2P,1
ZNF664,1
CDIPT,1
CORO2B,1
DDX1,1
EHMT2,1
NAALAD2,1
ELAPOR1,1
MYO6,1
DMP1,1
CHRM5,1
SMOC2,1
FAM189A2,1
ABCB8,1
NDUFC1,1
LRIG3,1
HS3ST3B1,1
DAO,1
CHST1,1
SPN,1
RNF128,1
NIP7,1
CPT1A,1
PDE4D,1
KRT19P2,1
PHF1,1
UBXN2B,1
PLK4,1
ENTPD7,1
MAST3,1
PLA2G3,1
NUP155,1
NCMAP,1
TARS1,1
ARHGAP24,1
LILRB5,1
MROCKI,1
SH2D2A,1
NRN1,1
SLC7A9,1
SCGB2A2,1
PODNL1,1
CRIP2,1
KRT8,1
AASDHPPT,1
SPHK2,1
GABRB2,1
CHGB,1
RAB30,1
EEPD1,1
STEAP1B,1
ETV3,1
TNNC1,1
CDADC1,1
TTYH1,1
ING4,1
CDC6,1
PLAC4,1
BMP2K,1
NDRG1,1
FOS,1
LSM12,1
DDAH2,1
VAMP3,1
CD300A,1
RANGAP1,1
CORO2A,1
IL1RAP,1
ACSL6,1
TEX14,1
ZNF284,1
MTA2,1
PUM1,1
AADAC,1
SAYSD1,1
ECT2,1
TLCD3A,1
PTENP1,1
UBE3C,1
HOXA5,1
ADAT2,1
STMN4,1
HOXB9,1
CBX5,1
ZC3H12A,1
ACY1,1
PMPCB,1
GDF2,1
FOXD1,1
APBA1,1
ZNF702P,1
KCNQ1OT1,1
CDT1,1
POF1B,1
AMELY,1
SMO,1
MYOM2,1
MSL2,1
PDCD1,1
APP,1
GART,1
CACUL1,1
ARFGEF2,1
ABCC9,1
CD2,1
FOXG1,1
HSD17B2,1
CAMK2B,1
ANKRD2,1
SMC5,1
SLC22A17,1
PCDHB15,1
GYPE,1
IRS2,1
HOXC8,1
TPD52,1
TBC1D16,1
PRSS50,1
PAMR1,1
LIF,1
CUL7,1
KIF13A,1
MAL2,1
UHRF1,1
GPRC5B,1
LTK,1
GSTM3,1
EIF4ENIF1,1
PRKRA,1
DNAI2,1
DEPDC1,1
H2AC6,1
MORN1,1
ADD2,1
LINC01913,1
APPL1,1
TCAF1,1
EPHA7,1
BIN3,1
TF,1
INS,1
ATXN8OS,1
ATF7IP,1
ETV1,1
SEPTIN9,1
ICAM2,1
HCG4B,1
PGLYRP4,1
ATF5,1
HSPH1,1
EPYC,1
WDR54,1
ERN2,1
RNF215,1
PYROXD2,1
HIC1,1
PNN,1
RAB43,1
ATF3,1
FOLR3,1
OTUD7A,1
ZFR2,1
TNFRSF10D,1
BPTF,1
AP2B1,1
FAM204A,1
H2BS1,1
DSCAM,1
JPH1,1
JAG1,1
FAM30A,1
SLC16A1,1
HMGN5,1
TRPV6,1
STIP1,1
AGPAT5,1
VPREB3,1
FKBP3,1
DGCR5,1
CDK5RAP3,1
CYP3A4,1
TNRC6B,1
KAT2B,1
TCF21,1
FUBP3,1
SP4,1
PLEK,1
SPINK1,1
CNGB3,1
CHRM4,1
CTSW,1
BGN,1
GPATCH2L,1
RHOQ,1
GAS1,1
SYDE2,1
ETFB,1
MAFB,1
NUP62,1
TMEM39A,1
ACSM3,1
QPCT,1
RTL10,1
ASMTL,1
TTYH3,1
ADSL,1
AP3D1,1
IL23A,1
BCKDHA,1
SRGAP3,1
ZBTB22,1
UBL4A,1
RRP8,1
PRMT6,1
DACH1,1
AVP,1
AMBN,1
MOG,1
XIAP,1
PCK2,1
FOXO4,1
MIR600HG,1
TCEAL1,1
SLC6A3,1
ZNF137P,1
PSCA,1
EPHA5,1
NLRP2,1
HCLS1,1
SEL1L,1
CMPK2,1
CCR7,1
EXPH5,1
UGDH,1
CLTB,1
MINDY1,1
DDX25,1
IFNA17,1
HNRNPA0,1
ARRB1,1
FKBP5,1
TBC1D30,1
RUNX2,1
DTX2,1
PIP4P2,1
CD34,1
DDX6,1
BACH2,1
IRF5,1
CLDN6,1
MYCN,1
ZKSCAN1,1
DNM1L,1
ADRA1B,1
KCNK5,1
NTF3,1
WWP2,1
AQP5,1
MAP6,1
TBX2,1
AOC4P,1
RHOJ,1
TSPAN17,1
ZEB2,1
EBF2,1
GPR75,1
GEM,1
LINC00339,1
FBXO8,1
CD24,1
CRBN,1
TMEM50B,1
FBXW12,1
BMS1,1
NUDT9,1
UAP1L1,1
SMPD1,1
TMEM121,1
TNNI3,1
COQ8A,1
PLEKHH3,1
SPTLC2,1
HSF2,1
RNASEL,1
MT1G,1
ARHGAP18,1
CSTF2T,1
B2M,1
BASP1,1
FANCG,1
FADD,1
PAGR1,1
FRYL,1
GNAZ,1
ZNF280D,1
ARPP21,1
EBI3,1
PLGRKT,1
LYST,1
WNK2,1
BEND5,1
ITGA4,1
TBK1,1
IRF3,1
GP2,1
MROH7,1
DCSTAMP,1
TSPAN33,1
HNRNPA3P1,1
ITGA2,1
CFHR1,1
ITGB3,1
CHGA,1
PMCH,1
SH3BGR,1
FBXO28,1
MAPKAP1,1
WIF1,1
MMP1,1
EIF2AK2,1
GATAD2B,1
SPRY4,1
ANXA8,1
MTRF1,1
AANAT,1
CALB2,1
FSTL3,1
PARP9,1
TMEM97,1
IDE,1
CHRNA9,1
IFI44L,1
SEL1L3,1
BCAM,1
GLIPR1,1
SS18,1
HCFC1R1,1
KLRC3,1
TLR6,1
GPR32,1
COX6A2,1
KCNA5,1
BAMBI,1
TNN,1
GOLGA4,1
WFS1,1
CA7,1
DDN,1
SSB,1
GBF1,1
TUBB4A,1
CENPT,1
HLX,1
ZNF37BP,1
TGFBRAP1,1
PNO1,1
TSBP1,1
GTF2H4,1
TCEAL8,1
GJD2,1
STAT6,1
PCDHB4,1
ALDH1L2,1
BCL9,1
MMP25,1
KIAA1143P1,1
ROS1,1
KDM2A,1
RHAG,1
ITPA,1
SIKE1,1
ARHGAP33,1
KLF12,1
KCNV2,1
ZIK1,1
SIL1,1
HLA-DRB4,1
MSMO1,1
IL1RN,1
ANKRD28,1
HOXB8,1
KCNC3,1
EYA4,1
ADORA2A,1
DSG3,1
ACOX2,1
OSBPL3,1
PRSS33,1
PELI2,1
SLC7A6,1
LY6G6E,1
RGS2,1
MYO1B,1
CDC45,1
MYBPC3,1
USP38,1
VCAM1,1
PARP8,1
BCL2L14,1
ZCCHC2,1
TMCC3,1
IMPA2,1
HSD17B11,1
KDM6A,1
EPOP,1
ZMYM3,1
DCAF17,1
STK17B,1
ZNF74,1
ZBTB16,1
IFNA13,1
FAH,1
BUB1B,1
CACNG2,1
CHFR,1
KLK6,1
TDRD6,1
RPRD1A,1
CLCA4,1
DCLRE1B,1
KMT5B,1
NAV2,1
PAH,1
TRPS1,1
CEL,1
IAPP,1
GGACT,1
ASB13,1
POLA1,1
OR7A10,1
TNS2,1
GPX2,1
CNPY3,1
LIMD1,1
BAX,1
BCL10,1
HCK,1
SEC14L2,1
GASK1B,1
FOXP2,1
SPP2,1
GDAP1,1
MAP1A,1
CRYGS,1
PDGFRL,1
RNASE6,1
S100A8,1
SELENOP,1
EEF1AKMT3,1
FOXJ1,1
SPTBN2,1
C1orf21,1
ZNF571,1
NES,1
ANKRD53,1
KLF11,1
IDH2,1
TCTA,1
SRPX2,1
ARHGEF17,1
LGR5,1
DYRK4,1
TGFA,1
EOMES,1
IGKV3D-15,1
TFR2,1
SREBF1,1
GRM8,1
DDX51,1
ANGPT2,1
PLCL2,1
SMAP1,1
H2BC9,1
BCAT2,1
MAP3K1,1
ITGA10,1
SLC2A6,1
GPR183,1
NDUFA4L2,1
TBL3,1
KAT8,1
COL15A1,1
P3H2,1
SLC35E3,1
ELOVL5,1
CYP4F2,1
NBN,1
MTARC2,1
FGD2,1
RAB29,1
PPP1R9A,1
RIPK2,1
SALL3,1
PPM1N,1
NUP188,1
KIZ,1
DUSP22,1
SYNPO,1
MYOG,1
PDE1A,1
DZIP1,1
BMP7,1
MAP2K4,1
FANCA,1
STK26,1
SLC9A2,1
TPSD1,1
KLK1,1
SPAG4,1
WIPI2,1
MYOCD,1
MAP3K8,1
GEMIN4,1
KPNA1,1
ZFP36L2,1
GHRH,1
MAPK7,1
HACD1,1
FCHO1,1
REN,1
GNB1L,1
RAB4B,1
DPPA5,1
SOCS2,1
GPATCH4,1
DIMT1,1
PPA2,1
NOS2,1
FBXO38,1
EPHA3,1
TGFB2,1
HAAO,1
ELOVL2,1
EIF4B,1
SLC9A1,1
KAZN,1
GAS7,1
RALA,1
RBM17,1
ARMC1,1
H19,1
CAV2,1
SMURF2,1
CD47,1
SERPIND1,1
FBLN2,1
H2BC7,1
ZBTB44,1
DNAJC7,1
ZNF10,1
MAD1L1,1
CLOCK,1
NR1D2,1
SERPINA3,1
SPAG5,1
POU2AF1,1
ATP13A2,1
WHRN,1
LGALSL,1
ZMYND10,1
ACTL6B,1
CSGALNACT2,1
TRIM73,1
C1QTNF1,1
TTYH2,1
DOCK11,1
KANSL3,1
SACS,1
ADAM22,1
CLCN6,1
IGFBP4,1
GALNT14,1
CAMKK2,1
GNG11,1
MISP,1
TREM1,1
BTBD16,1
SRCAP,1
EFEMP1,1
CLINT1,1
TAFAZZIN,1
VWA7,1
ZBTB6,1
SMG7-AS1,1
NIPAL3,1
GDF10,1
KLHL9,1
ITGB4,1
TEX15,1
UTRN,1
HOXA10,1
SLC5A2,1
TSC22D4,1
WFDC2,1
DLG4,1
PIP5K1A,1
XK,1
SLCO4C1,1
IRAK2,1
ITIH3,1
FAM76A,1
UBE2C,1
C1QTNF4,1
PRSS8,1
TTC39B,1
KCNJ2,1
PDE11A,1
SFRP5,1
PTGS2,1
UTP14A,1
CGA,1
NLRX1,1
IFIT2,1
KLK5,1
LILRA4,1
SOX30,1
UCHL3,1
TSPAN5,1
